"id","name","i","o"
"c2-026","C xs = (Replace 5 3 xs)","[3, 5, 1, 5, 4, 0, 7]","[3, 5, 1, 5, 3, 0, 7]"
"c2-026","C xs = (Replace 5 3 xs)","[6, 2, 6, 5, 1]","[6, 2, 6, 5, 3]"
"c2-026","C xs = (Replace 5 3 xs)","[7, 0, 1, 7, 4]","[7, 0, 1, 7, 3]"
"c2-026","C xs = (Replace 5 3 xs)","[8, 5, 4, 7, 0, 2, 6]","[8, 5, 4, 7, 3, 2, 6]"
"c2-026","C xs = (Replace 5 3 xs)","[0, 0, 0, 7, 8, 8, 3, 6, 3]","[0, 0, 0, 7, 3, 8, 3, 6, 3]"
"c2-026","C xs = (Replace 5 3 xs)","[7, 0, 5, 8, 9, 4, 9, 1, 3]","[7, 0, 5, 8, 3, 4, 9, 1, 3]"
"c2-026","C xs = (Replace 5 3 xs)","[7, 8, 3, 3, 8, 0]","[7, 8, 3, 3, 3, 0]"
"c2-026","C xs = (Replace 5 3 xs)","[2, 2, 6, 9, 6, 3, 1, 6]","[2, 2, 6, 9, 3, 3, 1, 6]"
"c2-026","C xs = (Replace 5 3 xs)","[0, 7, 2, 9, 9, 3, 5, 5, 9]","[0, 7, 2, 9, 3, 3, 5, 5, 9]"
"c2-026","C xs = (Replace 5 3 xs)","[4, 1, 1, 9, 6, 2, 7, 6, 4, 8]","[4, 1, 1, 9, 3, 2, 7, 6, 4, 8]"
"c2-026","C xs = (Replace 5 3 xs)","[4, 9, 4, 1, 7, 7, 3, 6, 5]","[4, 9, 4, 1, 3, 7, 3, 6, 5]"
"c2-026","C xs = (Replace 5 3 xs)","[8, 5, 4, 7, 4, 1, 3, 1, 8, 0]","[8, 5, 4, 7, 3, 1, 3, 1, 8, 0]"
"c2-026","C xs = (Replace 5 3 xs)","[4, 3, 4, 3, 6]","[4, 3, 4, 3, 3]"
"c2-026","C xs = (Replace 5 3 xs)","[3, 1, 3, 3, 3, 6, 0, 0]","[3, 1, 3, 3, 3, 6, 0, 0]"
"c2-026","C xs = (Replace 5 3 xs)","[3, 0, 9, 6, 1, 0, 8, 0, 3]","[3, 0, 9, 6, 3, 0, 8, 0, 3]"
"c2-026","C xs = (Replace 5 3 xs)","[9, 0, 7, 8, 3, 0]","[9, 0, 7, 8, 3, 0]"
"c2-026","C xs = (Replace 5 3 xs)","[4, 8, 8, 6, 5, 1, 8, 0, 7]","[4, 8, 8, 6, 3, 1, 8, 0, 7]"
"c2-026","C xs = (Replace 5 3 xs)","[3, 4, 5, 9, 3]","[3, 4, 5, 9, 3]"
"c2-026","C xs = (Replace 5 3 xs)","[7, 4, 7, 6, 1, 2, 1]","[7, 4, 7, 6, 3, 2, 1]"
"c2-026","C xs = (Replace 5 3 xs)","[0, 8, 4, 4, 2, 6, 7, 0, 8]","[0, 8, 4, 4, 3, 6, 7, 0, 8]"
"c2-026","C xs = (Replace 5 3 xs)","[4, 5, 4, 6, 8, 7]","[4, 5, 4, 6, 3, 7]"
"c2-026","C xs = (Replace 5 3 xs)","[4, 2, 1, 9, 9, 3]","[4, 2, 1, 9, 3, 3]"
"c2-026","C xs = (Replace 5 3 xs)","[7, 5, 0, 3, 7, 5, 1, 7, 2]","[7, 5, 0, 3, 3, 5, 1, 7, 2]"
"c2-026","C xs = (Replace 5 3 xs)","[6, 6, 8, 1, 3, 3, 8, 9]","[6, 6, 8, 1, 3, 3, 8, 9]"
"c2-026","C xs = (Replace 5 3 xs)","[4, 2, 1, 0, 2, 8, 3, 2]","[4, 2, 1, 0, 3, 8, 3, 2]"
"c2-026","C xs = (Replace 5 3 xs)","[1, 6, 6, 9, 9, 9, 1]","[1, 6, 6, 9, 3, 9, 1]"
"c2-026","C xs = (Replace 5 3 xs)","[4, 4, 8, 3, 1, 5, 2, 1, 3]","[4, 4, 8, 3, 3, 5, 2, 1, 3]"
"c2-026","C xs = (Replace 5 3 xs)","[4, 2, 7, 9, 6, 6, 2, 0, 5, 2]","[4, 2, 7, 9, 3, 6, 2, 0, 5, 2]"
"c2-026","C xs = (Replace 5 3 xs)","[3, 6, 0, 6, 3, 0, 4, 2, 9]","[3, 6, 0, 6, 3, 0, 4, 2, 9]"
"c2-026","C xs = (Replace 5 3 xs)","[3, 2, 6, 3, 1, 8, 7, 3, 9]","[3, 2, 6, 3, 3, 8, 7, 3, 9]"
"c2-026","C xs = (Replace 5 3 xs)","[8, 4, 1, 1, 3]","[8, 4, 1, 1, 3]"
"c2-026","C xs = (Replace 5 3 xs)","[5, 5, 5, 6, 4, 7]","[5, 5, 5, 6, 3, 7]"
"c2-026","C xs = (Replace 5 3 xs)","[9, 6, 9, 3, 5, 8, 5, 8, 4, 4]","[9, 6, 9, 3, 3, 8, 5, 8, 4, 4]"
"c2-026","C xs = (Replace 5 3 xs)","[6, 2, 5, 0, 8, 9, 1, 5, 5, 0]","[6, 2, 5, 0, 3, 9, 1, 5, 5, 0]"
"c2-026","C xs = (Replace 5 3 xs)","[3, 2, 4, 4, 2, 3, 9]","[3, 2, 4, 4, 3, 3, 9]"
