"id","name","i","o"
"c2-024","C xs = (Replace 2 8 xs)","[0, 8, 7, 5, 4, 2, 3, 7, 6]","[0, 8, 7, 5, 4, 2, 3, 7, 6]"
"c2-024","C xs = (Replace 2 8 xs)","[6, 3]","[6, 8]"
"c2-024","C xs = (Replace 2 8 xs)","[8, 0, 7, 8, 5, 8]","[8, 8, 7, 8, 5, 8]"
"c2-024","C xs = (Replace 2 8 xs)","[3, 1, 6, 7, 5, 5, 0]","[3, 8, 6, 7, 5, 5, 0]"
"c2-024","C xs = (Replace 2 8 xs)","[9, 1, 4, 4]","[9, 8, 4, 4]"
"c2-024","C xs = (Replace 2 8 xs)","[6, 0, 4, 6, 5, 2]","[6, 8, 4, 6, 5, 2]"
"c2-024","C xs = (Replace 2 8 xs)","[4, 5, 7, 5, 7]","[4, 8, 7, 5, 7]"
"c2-024","C xs = (Replace 2 8 xs)","[8, 8, 4, 4, 7, 1, 8, 1, 4, 7]","[8, 8, 4, 4, 7, 1, 8, 1, 4, 7]"
"c2-024","C xs = (Replace 2 8 xs)","[6, 7, 9, 1]","[6, 8, 9, 1]"
"c2-024","C xs = (Replace 2 8 xs)","[4, 0, 9, 7, 9, 1]","[4, 8, 9, 7, 9, 1]"
"c2-024","C xs = (Replace 2 8 xs)","[6, 5]","[6, 8]"
"c2-024","C xs = (Replace 2 8 xs)","[6, 6, 0, 9, 7]","[6, 8, 0, 9, 7]"
"c2-024","C xs = (Replace 2 8 xs)","[7, 2, 0, 5, 2, 2, 0, 4, 2, 3]","[7, 8, 0, 5, 2, 2, 0, 4, 2, 3]"
"c2-024","C xs = (Replace 2 8 xs)","[9, 0, 0, 2, 9, 7, 2, 0, 4]","[9, 8, 0, 2, 9, 7, 2, 0, 4]"
"c2-024","C xs = (Replace 2 8 xs)","[7, 0, 7, 6, 2, 8]","[7, 8, 7, 6, 2, 8]"
"c2-024","C xs = (Replace 2 8 xs)","[5, 0, 0, 8, 4, 2, 7]","[5, 8, 0, 8, 4, 2, 7]"
"c2-024","C xs = (Replace 2 8 xs)","[2, 7, 6, 7, 9, 1, 1, 9, 4, 9]","[2, 8, 6, 7, 9, 1, 1, 9, 4, 9]"
"c2-024","C xs = (Replace 2 8 xs)","[0, 9, 6, 0, 8, 4, 9, 3]","[0, 8, 6, 0, 8, 4, 9, 3]"
"c2-024","C xs = (Replace 2 8 xs)","[0, 2, 6, 8]","[0, 8, 6, 8]"
"c2-024","C xs = (Replace 2 8 xs)","[9, 0, 3, 2, 1, 6, 0]","[9, 8, 3, 2, 1, 6, 0]"
"c2-024","C xs = (Replace 2 8 xs)","[1, 1, 0]","[1, 8, 0]"
"c2-024","C xs = (Replace 2 8 xs)","[6, 7, 6, 8, 7, 8, 4]","[6, 8, 6, 8, 7, 8, 4]"
"c2-024","C xs = (Replace 2 8 xs)","[6, 1, 4, 8, 3, 7, 0, 1, 8, 9]","[6, 8, 4, 8, 3, 7, 0, 1, 8, 9]"
"c2-024","C xs = (Replace 2 8 xs)","[8, 0, 4, 1, 6, 0, 4, 0]","[8, 8, 4, 1, 6, 0, 4, 0]"
"c2-024","C xs = (Replace 2 8 xs)","[4, 2]","[4, 8]"
"c2-024","C xs = (Replace 2 8 xs)","[0, 9, 2, 8, 3, 3, 3]","[0, 8, 2, 8, 3, 3, 3]"
"c2-024","C xs = (Replace 2 8 xs)","[9, 6, 0, 1, 0, 2, 3]","[9, 8, 0, 1, 0, 2, 3]"
