"id","name","i","o"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[6, 2, 1, 5, 1, 7, 0, 0, 5, 7]","[7, 6, 2, 1, 5, 1, 7, 0, 0, 5]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[4, 4, 6, 6, 4, 3, 6, 6, 1]","[1, 4, 4, 6, 6, 4, 3, 6, 6]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[4, 8, 7, 6, 0, 7, 1, 9, 4]","[4, 4, 8, 7, 6, 0, 7, 1, 9]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[7]","[7]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[6, 2, 7, 0, 2, 1]","[1, 6, 2, 7, 0, 2]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[2, 0, 2, 5, 5, 7, 7, 7, 2]","[2, 2, 0, 2, 5, 5, 7, 7, 7]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[6, 0, 4]","[4, 6, 0]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[4, 7, 4, 6, 8, 7, 8, 7, 6]","[6, 4, 7, 4, 6, 8, 7, 8, 7]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[6, 3, 4, 9, 8, 0, 7, 6]","[6, 6, 3, 4, 9, 8, 0, 7]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[9, 2, 1]","[1, 9, 2]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[4, 8, 1, 7]","[7, 4, 8, 1]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[4, 1, 5, 9]","[9, 4, 1, 5]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[8, 8, 7, 0, 4, 1, 3]","[3, 8, 8, 7, 0, 4, 1]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[9, 3, 7, 5, 5, 0, 5, 3, 4]","[4, 9, 3, 7, 5, 5, 0, 5, 3]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[5, 3, 2, 7, 7]","[7, 5, 3, 2, 7]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[4, 8, 4, 5]","[5, 4, 8, 4]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[7, 0, 6, 9, 4, 7, 6, 2, 8]","[8, 7, 0, 6, 9, 4, 7, 6, 2]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[1, 0, 0, 6, 8, 7, 8, 4, 2, 7]","[7, 1, 0, 0, 6, 8, 7, 8, 4, 2]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[9, 5, 3, 3, 8, 4, 7, 4, 1]","[1, 9, 5, 3, 3, 8, 4, 7, 4]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[7, 4, 2, 0]","[0, 7, 4, 2]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[3, 9, 8, 3, 7, 5]","[5, 3, 9, 8, 3, 7]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[8, 4, 2, 0, 5, 0]","[0, 8, 4, 2, 0, 5]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[3, 2, 6]","[6, 3, 2]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[6, 9, 6, 2, 0, 2, 6, 0]","[0, 6, 9, 6, 2, 0, 2, 6]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[1, 0, 0, 5, 1, 1, 4, 2, 0, 1]","[1, 1, 0, 0, 5, 1, 1, 4, 2, 0]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[6, 1, 4, 5]","[5, 6, 1, 4]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[9, 9, 8, 3, 4, 5, 3, 8]","[8, 9, 9, 8, 3, 4, 5, 3]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[9, 7]","[7, 9]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[0, 5, 6, 8, 6, 4, 9, 6, 8, 6]","[6, 0, 5, 6, 8, 6, 4, 9, 6, 8]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[8, 5, 2]","[2, 8, 5]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[0]","[0]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[4, 7, 2, 6, 6, 7, 8]","[8, 4, 7, 2, 6, 6, 7]"
"c2-052","C xs = Insert (Last xs) 1 (Droplast xs)","[3, 7, 8, 3, 0, 9]","[9, 3, 7, 8, 3, 0]"
