"id","name","i","o"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[7, 2, 6, 8, 4, 5, 4, 0, 8]","[7, 2, 6, 8, 4]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[6, 4, 0]","[6, 4, 0]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[1, 6, 5]","[1, 6, 5]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[0, 6, 4, 9, 7, 8, 4, 0, 8]","[0, 6, 4, 9, 7]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[0, 6, 3, 8, 8, 9, 5, 2]","[0, 6, 3, 8, 8]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[1, 2, 9, 9, 8, 8]","[1, 2, 9, 9, 8]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[7, 5, 0, 3, 4, 5]","[7, 5, 0, 3, 4]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[7]","[7]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[0, 3, 1, 3, 3, 8, 2, 7, 7]","[0, 3, 1, 3, 3]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[0, 7, 6, 7, 1, 1, 9, 9, 9]","[0, 7, 6, 7, 1]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[1, 3, 7, 0, 4, 7, 6, 0, 6, 5]","[1, 3, 7, 0, 4]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[7, 6, 3, 7, 8, 2, 4, 1, 0, 1]","[7, 6, 3, 7, 8]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[7, 2, 9, 1, 0, 3, 9, 5, 9, 4]","[7, 2, 9, 1, 0]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[6, 9, 9, 8]","[6, 9, 9, 8]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[6, 0, 2]","[6, 0, 2]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[8, 0, 7, 4, 2]","[8, 0, 7, 4, 2]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[5, 4, 2]","[5, 4, 2]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[6, 8, 8, 6, 3, 0, 3, 2, 8, 9]","[6, 8, 8, 6, 3]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[9, 6, 6, 3, 7]","[9, 6, 6, 3, 7]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[4, 5]","[4, 5]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[0, 3, 9, 0, 7]","[0, 3, 9, 0, 7]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[9, 0, 0, 6, 5]","[9, 0, 0, 6, 5]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[3]","[3]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[1, 9, 9, 8, 8]","[1, 9, 9, 8, 8]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[5, 4, 7, 1]","[5, 4, 7, 1]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[0, 2, 0, 6]","[0, 2, 0, 6]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[5, 4, 3, 3, 9, 2, 4, 7, 9]","[5, 4, 3, 3, 9]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[4, 1, 5, 5, 3, 4, 8, 2, 4, 1]","[4, 1, 5, 5, 3]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[3, 7, 7, 8, 7, 1]","[3, 7, 7, 8, 7]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[9, 2, 7, 8, 4, 5]","[9, 2, 7, 8, 4]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[9, 6, 5, 1, 6, 6, 7, 2, 2, 0]","[9, 6, 5, 1, 6]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[8, 8, 8, 7, 7, 8, 7, 1, 3, 1]","[8, 8, 8, 7, 7]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[6, 4]","[6, 4]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[5]","[5]"
"c2-007","C xs = (If (< (Len xs) 5) xs (Take 5 xs))","[0, 7, 0, 3, 9, 0, 8]","[0, 7, 0, 3, 9]"
