i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 1) 2) (CONS (DIGIT 7) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))"
11,70,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 9) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 8) [])))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))"
12,50,1,"C (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 6) 3) [])))))))))","CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) [])))))))))","CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) [])))))))))"
13,40,1,"C (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) [])))))","CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) [])))))))))","CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) [])))))))))"
14,30,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 1) []))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) [])))))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) [])))))))))"
15,30,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 6) (CONS (DECC (DIGIT 7) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 7) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) [])))))))))"
16,30,1,"C (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 5) 8) (CONS (DIGIT 1) (CONS (DIGIT 9) []))))","CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) [])))))))))","CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) [])))))))))"
17,30,1,"C (CONS (DIGIT 2) (CONS (DIGIT 2) []))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))"
18,30,1,"C (CONS (DIGIT 3) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 3) [])))))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) [])))))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) [])))))))))"
19,30,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 4) [])))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) [])))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) [])))))))))"
