i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 4) [])))))","CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 4) [])))))))","CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 4) [])))))))"
11,70,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 8) []))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 8) []))))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 8) []))))))))"
12,50,1,"C (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 4) []))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 4) []))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 4) []))))))"
13,40,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 9) (CONS (DIGIT 2) [])))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 9) (CONS (DIGIT 2) [])))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 9) (CONS (DIGIT 2) [])))))))"
14,30,1,"C (CONS (DECC (DIGIT 1) 1) [])","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) [])))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) [])))"
15,30,1,"C (CONS (DIGIT 8) [])","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))"
16,30,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))))))))"
17,30,1,"C (CONS (DIGIT 3) (CONS (DIGIT 6) []))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 6) []))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 6) []))))"
18,30,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 6) [])))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 6) [])))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 6) [])))))))))"
19,30,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) [])))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) [])))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) [])))))))"
