i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 5) 0) [])))","CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) []))","CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) []))"
11,70,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 5) (CONS (DIGIT 6) [])))))","CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 5) (CONS (DIGIT 6) []))))","CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 5) (CONS (DIGIT 6) []))))"
12,50,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 1) (CONS (DIGIT 4) []))))))))))","CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 1) (CONS (DIGIT 4) [])))))))))","CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 1) (CONS (DIGIT 4) [])))))))))"
13,40,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 4) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 4) [])))))))"
14,30,1,"C (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 1) 2) []))))","CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 1) 2) [])))","CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 1) 2) [])))"
15,30,1,"C (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) []))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))"
16,30,1,"C (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 9) [])))))))))","CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 9) []))))))))","CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 9) []))))))))"
17,30,1,"C (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 5) []))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 5) [])))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 5) [])))))"
18,30,1,"C (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 4) 3) []))))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 4) 3) [])))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 4) 3) [])))))))))"
19,30,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 8) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 1) 5) (CONS (DIGIT 0) [])))))","CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 1) 5) (CONS (DIGIT 0) []))))","CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 1) 5) (CONS (DIGIT 0) []))))"
