i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 1) 2) []))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 1) 2) []))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 1) 2) []))))))))"
11,70,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 7) 0) []))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 7) 0) []))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 7) 0) []))))))))"
12,50,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 6) []))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 6) []))))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 6) []))))))))"
13,40,1,"C (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 1) [])))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 1) [])))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 1) [])))))))"
14,30,1,"C (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) []))))","CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) []))))))))","CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) []))))))))"
15,30,1,"C (CONS (DIGIT 8) (CONS (DIGIT 6) []))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))))"
16,30,1,"C (CONS (DIGIT 5) [])","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))))"
17,30,1,"C (CONS (DECC (DIGIT 9) 9) [])","CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) [])))))","CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) [])))))"
18,30,1,"C (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 9) [])))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 9) [])))))))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 9) [])))))))"
19,30,1,"C (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) []))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) []))))))))"
