i_N,n_seen,accuracy,input,correct,predicted
10,130,1,"C (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) [])))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) []))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) []))))))"
11,90,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 1) (CONS (DIGIT 1) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 1) (CONS (DIGIT 1) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 1) (CONS (DIGIT 1) []))))))))"
12,70,1,"C (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 5) []))))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 5) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 5) [])))))))))"
13,50,1,"C (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 5) []))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 5) [])))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 5) [])))))"
14,40,1,"C (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) []))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))"
15,30,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) [])))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) []))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) []))))))"
16,30,1,"C (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 8) []))))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 8) [])))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 8) [])))))))))"
17,30,1,"C (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 1) 2) []))))))))))","CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 1) 2) [])))))))))","CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 1) 2) [])))))))))"
18,30,1,"C (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 3) 9) []))))","CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 3) 9) [])))","CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 3) 9) [])))"
19,30,1,"C (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 2) 0) [])))))))))","CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 2) 0) []))))))))","CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 2) 0) []))))))))"
