i_N,n_seen,accuracy,input,correct,predicted
10,130,1,"C (CONS (DECC (DIGIT 6) 1) [])","CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) [])))))","CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) [])))))"
11,90,1,"C (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 2) 6) (CONS (DIGIT 7) [])))))","CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 2) 6) (CONS (DIGIT 7) [])))))))))","CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 2) 6) (CONS (DIGIT 7) [])))))))))"
12,70,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 0) [])))","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 0) [])))))))","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 0) [])))))))"
13,50,1,"C (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) [])))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) [])))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) [])))))))"
14,40,1,"C (CONS (DIGIT 8) (CONS (DIGIT 6) []))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))))"
15,30,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 0) []))","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 0) []))))))","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 0) []))))))"
16,30,1,"C (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) []))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) []))))))))"
17,30,1,"C (CONS (DECC (DIGIT 9) 7) (CONS (DIGIT 9) []))","CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DIGIT 9) []))))))","CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DIGIT 9) []))))))"
18,30,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 3) []))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 3) []))))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 3) []))))))))"
19,30,1,"C (CONS (DECC (DIGIT 4) 8) [])","CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) [])))))","CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) [])))))"
