i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 3) []))))","CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 3) []))))))))","CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 3) []))))))))"
11,70,1,"C (CONS (DECC (DIGIT 9) 9) [])","CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) [])))))","CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) [])))))"
12,50,1,"C (CONS (DECC (DIGIT 6) 1) [])","CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) [])))))","CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) [])))))"
13,40,1,"C (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 1) [])))","CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 1) [])))))))","CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 1) [])))))))"
14,30,1,"C (CONS (DECC (DIGIT 6) 7) [])","CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) [])))))","CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) [])))))"
15,30,1,"C (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 8) []))))","CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 8) []))))))))","CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 8) []))))))))"
16,30,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 6) []))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 6) []))))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 6) []))))))))"
17,30,1,"C (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 0) (CONS (DIGIT 0) [])))","CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 0) (CONS (DIGIT 0) [])))))))","CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 0) (CONS (DIGIT 0) [])))))))"
18,30,1,"C (CONS (DIGIT 8) (CONS (DIGIT 6) []))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))))"
19,30,1,"C (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) []))))","CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) []))))))))","CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) []))))))))"
