i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) [])))))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) []))))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) []))))))))"
11,70,1,"C (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 1) 0) [])))))))","CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 1) 0) []))))))","CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 1) 0) []))))))"
12,50,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 2) (CONS (DIGIT 2) (CONS (DIGIT 7) []))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 7) [])))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 7) [])))"
13,40,1,"C (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 2) []))))))))","CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 2) [])))))))","CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 2) [])))))))"
14,30,1,"C (CONS (DIGIT 7) (CONS (DIGIT 5) []))","CONS (DIGIT 7) (CONS (DIGIT 7) [])","CONS (DIGIT 7) (CONS (DIGIT 7) [])"
15,30,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 3) 2) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 5) (CONS (DIGIT 1) (CONS (DIGIT 0) [])))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 2) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 5) (CONS (DIGIT 1) (CONS (DIGIT 0) []))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 2) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 5) (CONS (DIGIT 1) (CONS (DIGIT 0) []))))))"
16,30,1,"C (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 5) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 9) []))))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 5) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 9) [])))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 5) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 9) [])))))))))"
17,30,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 7) 9) [])))))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 7) 9) []))))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 7) 9) []))))))))"
18,30,1,"C (CONS (DIGIT 7) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 6) 1) [])))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 6) 1) []))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 6) 1) []))))))"
19,30,1,"C (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 2) (CONS (DECC (DIGIT 2) 9) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 0) [])))))))","CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 2) 9) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 0) []))))))","CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 2) 9) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 0) []))))))"
