i_N,n_seen,accuracy,input,correct,predicted
10,130,1,"C (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) []))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))"
11,90,1,"C (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 1) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 8) []))))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 1) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 8) [])))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 1) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 8) [])))))))"
12,70,1,"C (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 6) [])))))","CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 6) []))))","CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 6) []))))"
13,50,1,"C (CONS (DIGIT 2) (CONS (DIGIT 4) (CONS (DIGIT 8) (CONS (DIGIT 1) []))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 1) [])))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 1) [])))"
14,40,1,"C (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) [])))))))))","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) []))))))))","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) []))))))))"
15,30,1,"C (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 9) [])))))))))","CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 9) []))))))))","CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 9) []))))))))"
16,30,1,"C (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 2) 7) [])))))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 2) 7) []))))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 2) 7) []))))))))"
17,30,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) [])))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) []))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) []))))))"
18,30,1,"C (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) []))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) []))))"
19,30,1,"C (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 7) 3) []))))))))))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 7) 3) [])))))))))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 7) 3) [])))))))))"
