i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C []","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) []))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) []))))"
11,70,1,"C (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 6) (CONS (DIGIT 6) []))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 6) (CONS (DIGIT 6) []))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 6) (CONS (DIGIT 6) []))))))))"
12,50,1,"C (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) []))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) []))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) []))))))))"
13,40,1,"C (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 1) 0) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 1) 0) [])))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 1) 0) [])))))))))"
14,30,1,"C (CONS (DIGIT 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 8) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 8) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 8) [])))))))"
15,30,1,"C (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 8) 7) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 8) 7) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 8) 7) [])))))))"
16,30,1,"C (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 5) []))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 5) []))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 5) []))))))))"
17,30,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 6) 0) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 6) 0) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 6) 0) [])))))))"
18,30,1,"C (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 7) []))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 7) []))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 7) []))))))))"
19,30,1,"C (CONS (DECC (DIGIT 4) 4) [])","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 4) 4) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 4) 4) [])))))"
