i_N,n_seen,accuracy,input,correct,predicted
10,130,1,"C (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 8) 6) []))))))))","CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 8) 6) [])))))))","CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 8) 6) [])))))))"
11,90,1,"C (CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 4) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 4) []))))))))))","CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 4) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 4) [])))))))))","CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 4) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 4) [])))))))))"
12,70,1,"C (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 0) (CONS (DIGIT 0) []))))","CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 0) [])))","CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 0) [])))"
13,50,1,"C (CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 8) (CONS (DIGIT 1) [])))","CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 1) []))","CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 1) []))"
14,40,1,"C (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) []))))))","CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) [])))))","CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) [])))))"
15,30,1,"C (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) []))))))))))","CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) [])))))))))","CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) [])))))))))"
16,30,1,"C (CONS (DECC (DIGIT 1) 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 9) 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 1) [])))))))))","CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 1) 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 9) 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 1) []))))))))","CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 1) 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 9) 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 1) []))))))))"
17,30,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 3) 2) []))))))","CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 3) 2) [])))))","CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 3) 2) [])))))"
18,30,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 1) (CONS (DIGIT 6) []))))","CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) [])))","CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) [])))"
19,30,1,"C (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 7) []))))))))","CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 7) [])))))))","CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 7) [])))))))"
