i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 6) []))))))))","CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 6) [])))))))","CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 6) [])))))))"
11,70,1,"C (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 7) 8) []))","CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 7) 8) [])","CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 7) 8) [])"
12,50,1,"C (CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 0) []))))","CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 0) [])))","CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 0) [])))"
13,40,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 7) 7) []))))))))","CONS (DIGIT 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 7) 7) [])))))))","CONS (DIGIT 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 7) 7) [])))))))"
14,30,1,"C (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 3) []))))","CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 3) [])))","CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 3) [])))"
15,30,1,"C (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) []))))))))","CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) [])))))))","CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) [])))))))"
16,30,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) []))","CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) [])","CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) [])"
17,30,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 4) (CONS (DIGIT 2) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 8) [])))))))))","CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 4) (CONS (DIGIT 2) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 8) []))))))))","CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 4) (CONS (DIGIT 2) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 8) []))))))))"
18,30,1,"C (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 3) [])))))","CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 3) []))))","CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 3) []))))"
19,30,1,"C (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 5) []))))))))","CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 5) [])))))))","CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 5) [])))))))"
