i_N,n_seen,accuracy,input,correct,predicted
10,190,1,"C (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 7) 0) (CONS (DIGIT 1) [])))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 7) 0) (CONS (DIGIT 1) []))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 7) 0) (CONS (DIGIT 1) []))))))"
11,130,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 3) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 3) []))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 3) []))))"
12,90,1,"C (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 3) 3) []))))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 3) 3) [])))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 3) 3) [])))))))"
13,70,1,"C (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) []))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))"
14,50,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 5) (CONS (DIGIT 6) [])))))","CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 5) (CONS (DIGIT 6) []))))","CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 5) (CONS (DIGIT 6) []))))"
15,40,1,"C (CONS (DIGIT 2) (CONS (DIGIT 4) (CONS (DIGIT 8) (CONS (DIGIT 1) []))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 1) [])))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 1) [])))"
16,30,1,"C (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 5) []))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 5) [])))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 5) [])))))"
17,30,1,"C (CONS (DECC (DIGIT 4) 9) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 4) []))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 4) [])))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 4) [])))))"
18,30,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 6) [])))))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 6) []))))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 6) []))))))))"
19,30,1,"C (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 8) (CONS (DIGIT 9) [])))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) []))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) []))"
