i_N,n_seen,accuracy,input,correct,predicted
10,280,1,"C (CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 8) (CONS (DIGIT 1) [])))","CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 1) []))","CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 1) []))"
11,190,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 3) 6) [])))","CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 4) []))","CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 4) []))"
12,130,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 5) (CONS (DIGIT 7) [])))))))))","CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 5) (CONS (DIGIT 7) []))))))))","CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 5) (CONS (DIGIT 7) []))))))))"
13,90,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 5) 8) []))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 5) 8) [])))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 5) 8) [])))))"
14,70,1,"C (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 8) 6) []))))))))","CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 8) 6) [])))))))","CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 8) 6) [])))))))"
15,50,1,"C (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 5) 0) [])))))","CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 5) 0) []))))","CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 5) 0) []))))"
16,40,1,"C (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) []))))))))","CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) [])))))))","CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) [])))))))"
17,30,1,"C (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 7) 2) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 7) [])))))))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 2) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 7) []))))))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 2) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 7) []))))))))"
18,30,1,"C (CONS (DIGIT 6) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) [])))))))","CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))","CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))"
19,30,1,"C (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 7) []))))))))","CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 7) [])))))))","CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 7) [])))))))"
