0,9,15,(7 56 70 6 34 67 66 7),(7 7 7 7 7 7 7 7 7 7),,0
0,9,16,(6 7),(7 6),,0
0,9,17,(26 9 30 3 2 69 2 84),(26 26 30 3 2 69 2 84),,0
0,9,18,(3 7 40 5),(7 40 3 5),,0
0,9,19,(9 2 45 49 84 49 13 8 46 12),(45 45 45 49 84 49 13 8 46 12),,0
0,9,20,(45),(45 45),,0
0,10,0,(40),(),(),1
0,10,1,(7 16 0 3 9 0 73),(37),(37),1
0,10,2,(2 5 3 20 7 35 32 0 91),(16 25),(16 25),1
0,10,3,(7 8 51 2 5),(98 32 7 0 23),,0
0,10,4,(7 1 5 15 24),(11 19 24 33 42 5 82 0 64 9),,0
0,10,5,(81 0 6 39 4 2 2 28),(81 0 6 39 4 2 2 28),(81 0 6 39 4 2 2 28),1
0,10,6,(5),(7 5),(7 5),1
0,10,7,(80),(19 62 3 81 54 80),,0
0,10,8,(0 8),(0),(0),1
0,10,9,(29 6 5),(6 5),(6 5),1
0,10,10,(0 5 0 0 4 18 57 10 39),39,,0
0,10,11,(53 15 38 6 41),(53 15 38 6),,0
0,10,12,(3 4 33),(3 3 4 33),(3 3 4 33),1
0,10,13,(6 63 86 8 9 4 7),(6 6 6 6 63 86 8 9 4 7),,0
0,10,14,(2 10 3),(2 2 2 2 2 2 10 3),,0
0,10,15,(9 66 83 52),(9 9 9 9 9 9 9 9 9 9),,0
0,10,16,(3 28 9 91 2),(28 3 9 91 2),,0
0,10,17,(12 1),(12 12),,0
0,10,18,(3 0 46 5 10 59 44 8 77 74),(0 46 3 5 10 59 44 8 77 74),,0
0,10,19,(50 53 3 1),(3 3 3 1),,0
0,10,20,(0 0),(0),,0
0,11,0,(6),(),(),1
0,11,1,(10 88 7 1 10),(37),(37),1
0,11,2,(2 5 4 5 20 75 7),(16 25),(16 25),1
0,11,3,(44),(98 32 7 0 23),,0
0,11,4,(9 19 0 7 1),(11 19 24 33 42 5 82 0 64 9),,0
0,11,5,(21 15 94),(21 15 94),(21 15 94),1
0,11,6,(53 58 7 5 68 6 77),(7 53 58 7 5 68 6 77),(7 53 58 7 5 68 6 77),1
0,11,7,(72 9 55 35 6),(19 62 3 81 54 72 9 55 35 6),,0
0,11,8,(5 8 6 25),(5),(5),1
0,11,9,(87 8 23 6 0 74 2 8 83 4),(8 23 6 0 74 2 8 83 4),(8 23 6 0 74 2 8 83 4),1
0,11,10,(2 2 81 1 38 10 1 10),10,,0
0,11,11,(82 89 45 30 6 8 9 7 6),(82 89 45 30 6 8 9 7),,0
0,11,12,(16),(16 16),(16 16),1
0,11,13,(78 36),(78 78 78 78 36),,0
0,11,14,(67),(67 67 67 67 67 67),,0
0,11,15,(30 51 9 59),(30 30 30 30 30 30 30 30 30 30),,0
0,11,16,(4 6 3 89 10 0 84 22 7),(6 4 3 89 10 0 84 22 7),,0
0,11,17,(9 4 7 95),(9 9 7 95),,0
0,11,18,(4 33 36),(33 36 4),,0
0,11,19,(5 38 33 15 0),(33 33 33 15 0),,0
0,11,20,(50 50),(50),,0
0,12,0,(27 7 9 45 5 0),(),(),1
0,12,1,(8 17 73 10 8),(37),(37),1
0,12,2,(1 4 89),(16 25),(16 25),1
0,12,3,(1 10),(98 32 7 0 23),,0
0,12,4,(),(11 19 24 33 42 5 82 0 64 9),,0
0,12,5,(8 2 12 80 58 62 3 11 0),(8 2 12 80 58 62 3 11 0),(8 2 12 80 58 62 3 11 0),1
0,12,6,(85 4),(7 85 4),(7 85 4),1
0,12,7,(7 10 1),(19 62 3 81 54 7 10 1),,0
0,12,8,(33 4 2 76 54 76 63 1 19 16),(33),(33),1
0,12,9,(82),(),(),1
0,12,10,(89),89,,0
0,12,11,(2 6 8 31 17 21 7 55),(2 6 8 31 17 21 7),,0
0,12,12,(2 2 7 68 88 88 59 3 96),(2 2 2 7 68 88 88 59 3 96),(2 2 2 7 68 88 88 59 3 96),1
0,12,13,(50),(50 50 50 50),,0
0,12,14,(99),(99 99 99 99 99 99),,0
0,12,15,(96),(96 96 96 96 96 96 96 96 96 96),,0
0,12,16,(47 97 29 47 90 6 2 3 9),(97 47 29 47 90 6 2 3 9),,0
0,12,17,(65 0 0 1 7),(65 65 0 1 7),,0
0,12,18,(4 4 42 72 57 52 12 68 7),(4 42 4 72 57 52 12 68 7),,0
0,12,19,(4 46 3 59 4 0 41),(3 3 3 59 4 0 41),,0
0,12,20,(0),(0 0),,0
0,13,0,(0 57 4 69),(),(),1
0,13,1,(5),(37),(37),1
0,13,2,(86 46 69 15 27 3 4 7 71 8),(16 25),(16 25),1
0,13,3,(7 3 33 35 0 4 8 4 2),(98 32 7 0 23),,0
0,13,4,(33 8 0 17),(11 19 24 33 42 5 82 0 64 9),,0
0,13,5,(2 86),(2 86),(2 86),1
0,13,6,(9 42 1 92 5 10 71 8 69),(7 9 42 1 92 5 10 71 8 69),(7 9 42 1 92 5 10 71 8 69),1
0,13,7,(93),(19 62 3 81 54 93),,0
0,13,8,(5 12 85 2 6 54 38 48 3),(5),(5),1
0,13,9,(10 8 66 58),(8 66 58),(8 66 58),1
0,13,10,(4 6 0),0,,0
0,13,11,(10),(),,0
0,13,12,(23 10 74 1 39 77 0 4 2),(23 23 10 74 1 39 77 0 4 2),(23 23 10 74 1 39 77 0 4 2),1
0,13,13,(98 1 7 2 1),(98 98 98 98 1 7 2 1),,0
0,13,14,(48),(48 48 48 48 48 48),,0
0,13,15,(46),(46 46 46 46 46 46 46 46 46 46),,0
0,13,16,(8 5 75 7 78 8 4 56 1),(5 8 75 7 78 8 4 56 1),,0
0,13,17,(58 55 0 85),(58 58 0 85),,0
0,13,18,(10 47 1 6),(47 1 10 6),,0
0,13,19,(1 85 7 64 5 7 64 4),(7 7 7 64 5 7 64 4),,0
0,13,20,(53 53),(53),,0
0,14,0,(9 96 90),(),(),1
0,14,1,(),(37),(37),1
0,14,2,(9 9),(16 25),(16 25),1
0,14,3,(23 6 42 25 10 35),(98 32 7 0 23),,0
0,14,4,(15 10 1 9 88 6 8 91 4 95),(11 19 24 33 42 5 82 0 64 9),,0
0,14,5,(89 55),(89 55),(89 55),1
0,14,6,(97 0 7 8 80 29),(7 97 0 7 8 80 29),(7 97 0 7 8 80 29),1
0,14,7,(86 3 10),(19 62 3 81 54 86 3 10),,0
0,14,8,(43 0 8),(43),(43),1
0,14,9,(2 7 4 2 7 3 5 8 5),(7 4 2 7 3 5 8 5),(7 4 2 7 3 5 8 5),1
0,14,10,(49 0 5),5,,0
0,14,11,(72 7 3 49 6),(72 7 3 49),,0
0,14,12,(2 75 58),(2 2 75 58),(2 2 75 58),1
0,14,13,(10 21 10 6 9 15),(10 10 10 10 21 10 6 9 15),,0
0,14,14,(7 3),(7 7 7 7 7 7 3),,0
0,14,15,(2 2),(2 2 2 2 2 2 2 2 2 2),,0
0,14,16,(86 79 4 50 10 5 19 60),(79 86 4 50 10 5 19 60),,0
0,14,17,(10 5 3 6 3),(10 10 3 6 3),,0
0,14,18,(4 92 1 61 3 1 17 5 7),(92 1 4 61 3 1 17 5 7),,0
0,14,19,(55 2 28 0 56),(28 28 28 0 56),,0
0,14,20,(13 13),(13),,0
0,15,0,(9 64 5 3 2 7 8 0 57 5),(),(),1
0,15,1,(1 1 1 1 67 9 5),(37),(37),1
0,15,2,(25 8 28 8 10 0 0 48 4),(16 25),(16 25),1
0,15,3,(),(98 32 7 0 23),,0
0,15,4,(21 59 41),(11 19 24 33 42 5 82 0 64 9),,0
0,15,5,(1 46 5 45 8 0 8),(1 46 5 45 8 0 8),(1 46 5 45 8 0 8),1
0,15,6,(61 9 63),(7 61 9 63),(7 61 9 63),1
0,15,7,(37 8 5 82),(19 62 3 81 54 37 8 5 82),,0
0,15,8,(61 34 1 17 6),(61),(61),1
0,15,9,(82 5 33 7 10 10),(5 33 7 10 10),(5 33 7 10 10),1
0,15,10,(7 6 8 9 53 3),3,,0
0,15,11,(5),(),,0
0,15,12,(7 69 8 52 83),(7 7 69 8 52 83),(7 7 69 8 52 83),1
0,15,13,(4),(4 4 4 4),,0
0,15,14,(73 3 44 3 25),(73 73 73 73 73 73 3 44 3 25),,0
0,15,15,(35 31 10),(35 35 35 35 35 35 35 35 35 35),,0
0,15,16,(50 8 44 0 97 67),(8 50 44 0 97 67),,0
0,15,17,(43 5 74 77 7 34),(43 43 74 77 7 34),,0
0,15,18,(61 65 4 8),(65 4 61 8),,0
0,15,19,(1 6 8 8),(8 8 8 8),,0
0,15,20,(2 2),(2),,0
0,16,0,(22 8 43),(),(),1
0,16,1,(35 19 53 62 92 2 78 9 66),(37),(37),1
0,16,2,(1 7 0 75 3 2),(16 25),(16 25),1
0,16,3,(78 33 21),(98 32 7 0 23),,0
0,16,4,(8 3 8 6 8 32),(11 19 24 33 42 5 82 0 64 9),,0
0,16,5,(16 72 8 39 10 6),(16 72 8 39 10 6),(16 72 8 39 10 6),1
0,16,6,(10 45 1 2),(7 10 45 1 2),(7 10 45 1 2),1
0,16,7,(5),(19 62 3 81 54 5),,0
0,16,8,(3 34 3 13 14 10 46 73 0),(3),(3),1
0,16,9,(55),(),(),1
0,16,10,(1 89 65 48 9 7),7,,0
0,16,11,(22 0),(22),,0
0,16,12,(72 5 6 0 1 36 71 71 1),(72 72 5 6 0 1 36 71 71 1),(72 72 5 6 0 1 36 71 71 1),1
0,16,13,(80 5 10),(80 80 80 80 5 10),,0
0,16,14,(60 6 8 8),(60 60 60 60 60 60 6 8 8),,0
0,16,15,(2 2 8 4 4 10),(2 2 2 2 2 2 2 2 2 2),,0
0,16,16,(57 10 7),(10 57 7),,0
0,16,17,(5 10 56 9 0 77 77 96 79),(5 5 56 9 0 77 77 96 79),,0
0,16,18,(9 64 2 3 64),(64 2 9 3 64),,0
0,16,19,(3 65 14 8 4 81 9 43 1 4),(14 14 14 8 4 81 9 43 1 4),,0
0,16,20,(2),(2 2),,0
0,17,0,(0),(),(),1
0,17,1,(61 58 66 1 10 5 82 3 5),(37),(37),1
0,17,2,(24 69 5),(16 25),(16 25),1
0,17,3,(0 50 72 9 10),(98 32 7 0 23),,0
0,17,4,(81 0),(11 19 24 33 42 5 82 0 64 9),,0
0,17,5,(25 86 23 13),(25 86 23 13),(25 86 23 13),1
0,17,6,(2 0 32),(7 2 0 32),(7 2 0 32),1
0,17,7,(68 87 6 6),(19 62 3 81 54 68 87 6 6),,0
0,17,8,(10 11 1 48 5 3 15 59),(10),(10),1
0,17,9,(71 4 10 58 6 79 9),(4 10 58 6 79 9),(4 10 58 6 79 9),1
0,17,10,(29 10 48 4 98 3 33 63),63,,0
0,17,11,(5 0 91 96 83 4 8 4),(5 0 91 96 83 4 8),,0
0,17,12,(66 36 32 96 1 5 80 5),(66 66 36 32 96 1 5 80 5),(66 66 36 32 96 1 5 80 5),1
0,17,13,(62 7 10 4 4 2),(62 62 62 62 7 10 4 4 2),,0
0,17,14,(3 8),(3 3 3 3 3 3 8),,0
0,17,15,(8 0 10 77 29 15),(8 8 8 8 8 8 8 8 8 8),,0
0,17,16,(39 30 21 2 6 4 2 5),(30 39 21 2 6 4 2 5),,0
0,17,17,(5 15 8 7 0 79 33 4 63),(5 5 8 7 0 79 33 4 63),,0
0,17,18,(67 9 35 73),(9 35 67 73),,0
0,17,19,(5 23 34 90),(34 34 34 90),,0
0,17,20,(41 41),(41),,0
0,18,0,(17 11 2 60 26 4 1 83 85 10),(),(),1
0,18,1,(9 87 1 82 10 91 7),(37),(37),1
0,18,2,(8),(16 25),(16 25),1
0,18,3,(38 6 30 16 8 28 93),(98 32 7 0 23),,0
0,18,4,(79 9 5 72 1 83 9 96 0),(11 19 24 33 42 5 82 0 64 9),,0
0,18,5,(5 10 58 9),(5 10 58 9),(5 10 58 9),1
0,18,6,(6),(7 6),(7 6),1
0,18,7,(7 0),(19 62 3 81 54 7 0),,0
0,18,8,(89 6 85 5 82 1 38),(89),(89),1
0,18,9,(14 4 21 59 1),(4 21 59 1),(4 21 59 1),1
0,18,10,(10 67 9 9 9),9,,0
0,18,11,(5 53 3),(5 53),,0
0,18,12,(18 0 12 2 9 39 66 4),(18 18 0 12 2 9 39 66 4),(18 18 0 12 2 9 39 66 4),1
0,18,13,(77 5 8),(77 77 77 77 5 8),,0
0,18,14,(0 37 7 33),(0 0 0 0 0 0 37 7 33),,0
0,18,15,(40),(40 40 40 40 40 40 40 40 40 40),,0
0,18,16,(91 20 90 21 15 85),(20 91 90 21 15 85),,0
0,18,17,(1 10 52 93 65 20 6 88 2 2),(1 1 52 93 65 20 6 88 2 2),,0
0,18,18,(6 10 7 3 2 2 2 0),(10 7 6 3 2 2 2 0),,0
0,18,19,(2 9 80 27 1 26 39 3 69),(80 80 80 27 1 26 39 3 69),,0
0,18,20,(5),(5 5),,0
0,19,0,(1 55),(),(),1
0,19,1,(8 4 24 30 0),(37),(37),1
0,19,2,(7 9 1 2),(16 25),(16 25),1
0,19,3,(1 46 49 10 10 8),(98 32 7 0 23),,0
0,19,4,(37 9 10 50),(11 19 24 33 42 5 82 0 64 9),,0
0,19,5,(5 45 10 1 68 7 76 77),(5 45 10 1 68 7 76 77),(5 45 10 1 68 7 76 77),1
0,19,6,(12 86 1 53 3 84 60 6),(7 12 86 1 53 3 84 60 6),(7 12 86 1 53 3 84 60 6),1
0,19,7,(41 2 6 5),(19 62 3 81 54 41 2 6 5),,0
0,19,8,(2 9 3 10 27 56 10 6),(2),(2),1
0,19,9,(6 3 93 96 5),(3 93 96 5),(3 93 96 5),1
0,19,10,(6),6,,0
0,19,11,(1 4 0),(1 4),,0
0,19,12,(64 4 4),(64 64 4 4),(64 64 4 4),1
0,19,13,(68 66 99 55),(68 68 68 68 66 99 55),,0
0,19,14,(30 38 6 42),(30 30 30 30 30 30 38 6 42),,0
0,19,15,(50 56 4 67 35 14 94 41 63),(50 50 50 50 50 50 50 50 50 50),,0
