i_N,n_seen,accuracy,input,correct,predicted
10,610,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DIGIT 3) [])))))))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DIGIT 3) []))))))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DIGIT 3) []))))))))"
11,410,1,"C (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) []))))))))))","CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) [])))))))))","CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) [])))))))))"
12,280,1,"C (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 7) 6) []))))))))))","CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 7) 6) [])))))))))","CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 7) 6) [])))))))))"
13,190,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 5) (CONS (DIGIT 7) [])))))))))","CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 5) (CONS (DIGIT 7) []))))))))","CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 5) (CONS (DIGIT 7) []))))))))"
14,130,1,"C (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) []))))))))","CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) [])))))))","CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) [])))))))"
15,90,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 4) [])))))","CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 4) []))))","CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 4) []))))"
16,70,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 0) []))))))))","CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 0) [])))))))","CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 0) [])))))))"
17,50,1,"C (CONS (DIGIT 6) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) [])))))))","CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))","CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))"
18,40,1,"C (CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 5) [])))))","CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 5) []))))","CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 5) []))))"
19,30,1,"C (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 2) []))))","CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 1) 2) [])))","CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 1) 2) [])))"
