n,n_seen,accuracy,input,output,prediction
10,150,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 2) [])))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 2) []))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 2) []))))"
11,110,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 7) 9) [])))))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 7) 9) []))))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 7) 9) []))))))))"
12,80,1,"C (CONS (DECC (DIGIT 2) 6) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 4) []))))))))","CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 4) [])))))))","CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 4) [])))))))"
13,60,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 2) 4) [])))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 2) 4) []))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 2) 4) []))))"
14,50,1,"C (CONS (DECC (DIGIT 2) 9) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 9) (CONS (DIGIT 4) [])))))))))","CONS (DECC (DIGIT 2) 9) (CONS (DECC (DIGIT 2) 9) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 9) (CONS (DIGIT 4) []))))))))","CONS (DECC (DIGIT 2) 9) (CONS (DECC (DIGIT 2) 9) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 9) (CONS (DIGIT 4) []))))))))"
15,40,1,"C (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 3) 1) []))","CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) [])","CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) [])"
16,30,1,"C (CONS (DIGIT 7) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 6) 1) [])))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 6) 1) []))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 6) 1) []))))))"
17,30,1,"C (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) [])))))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) []))))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) []))))))))"
18,30,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 5) 6) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 3) [])))))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 5) 6) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 3) []))))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 5) 6) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 3) []))))))))"
19,30,1,"C (CONS (DECC (DIGIT 1) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 2) (CONS (DIGIT 4) (CONS (DIGIT 9) []))))))))","CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 2) (CONS (DIGIT 4) (CONS (DIGIT 9) [])))))))","CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 2) (CONS (DIGIT 4) (CONS (DIGIT 9) [])))))))"
