n,n_seen,accuracy,input,output,prediction
10,150,1,"C (CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 4) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 4) []))))))))))","CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 4) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 4) [])))))))))","CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 4) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 4) [])))))))))"
11,110,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 1) (CONS (DIGIT 6) []))))","CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) [])))","CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) [])))"
12,80,1,"C (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 3) 3) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 1) []))))))))))","CONS (DECC (DIGIT 3) 3) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 3) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 1) [])))))))))","CONS (DECC (DIGIT 3) 3) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 3) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 1) [])))))))))"
13,60,1,"C (CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 5) [])))))","CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 5) []))))","CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 5) []))))"
14,50,1,"C (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) []))))))))","CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) [])))))))","CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) [])))))))"
15,40,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 8) [])))))))","CONS (DECC (DIGIT 4) 0) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 8) []))))))","CONS (DECC (DIGIT 4) 0) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 8) []))))))"
16,30,1,"C (CONS (DIGIT 6) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) [])))))))","CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))","CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))"
17,30,1,"C (CONS (DECC (DIGIT 2) 3) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 3) [])))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 3) []))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 3) []))))"
18,30,1,"C (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) []))))))","CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) [])))))","CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 5) [])))))"
19,30,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 5) []))))","CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))","CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))"
