i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 9) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DIGIT 5) [])))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 9) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DIGIT 5) [])))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 9) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DIGIT 5) [])))))))))"
11,70,1,"C (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 7) [])))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 7) [])))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 7) [])))"
12,50,1,"C (CONS (DIGIT 1) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 4) [])))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 4) [])))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 4) [])))))"
13,40,1,"C (CONS (DECC (DIGIT 1) 9) [])","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) [])","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) [])"
14,30,1,"C (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) (CONS (DIGIT 4) [])))))))","CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) (CONS (DIGIT 4) [])))))))","CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) (CONS (DIGIT 4) [])))))))"
15,30,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 2) (CONS (DIGIT 6) [])))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 2) (CONS (DIGIT 6) [])))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 2) (CONS (DIGIT 6) [])))"
16,30,1,"C (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 2) [])))))))))","CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 2) [])))))))))","CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 2) [])))))))))"
17,30,1,"C (CONS (DIGIT 8) [])","CONS (DIGIT 8) (CONS (DIGIT 8) [])","CONS (DIGIT 8) (CONS (DIGIT 8) [])"
18,30,1,"C (CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 3) 2) (CONS (DIGIT 4) [])))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 3) 2) (CONS (DIGIT 4) [])))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 3) 2) (CONS (DIGIT 4) [])))"
19,30,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 0) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 7) []))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 0) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 7) []))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 0) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 7) []))))))"
