n,n_seen,accuracy,input,output,prediction
10,310,1,"C (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 9) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 4) 0) []))))))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
11,210,1,"C (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) [])))))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
12,150,1,"C (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 7) [])))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
13,110,1,"C (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 6) 9) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 3) (CONS (DIGIT 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 8) []))))))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
14,80,1,"C (CONS (DIGIT 2) (CONS (DIGIT 4) []))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
15,60,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 4) [])))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
16,50,1,"C (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 5) [])))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
17,40,1,"C (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 8) 5) [])))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
18,30,1,"C (CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DIGIT 2) [])))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
19,30,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 2) 5) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 4) [])))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
