n,n_seen,accuracy,input,output,prediction
10,310,1,"C (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 2) [])))))))))","CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 2) []))))))))","CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 2) []))))))))"
11,210,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 5) 8) []))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 5) 8) [])))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 5) 8) [])))))"
12,150,1,"C (CONS (DECC (DIGIT 4) 0) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 6) 6) [])))))))))","CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 6) 6) []))))))))","CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 6) 6) []))))))))"
13,110,1,"C (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 7) 2) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 7) [])))))))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 2) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 7) []))))))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 2) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 7) []))))))))"
14,80,1,"C (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 7) []))))))))","CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 7) [])))))))","CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 7) [])))))))"
15,60,1,"C (CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 7) (CONS (DIGIT 3) []))))","CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 3) [])))","CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 3) [])))"
16,50,1,"C (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 7) 6) []))))))))))","CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 7) 6) [])))))))))","CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 7) 6) [])))))))))"
17,40,1,"C (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 9) [])))))","CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 9) []))))","CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 9) []))))"
18,30,1,"C (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 3) (CONS (DIGIT 4) []))))))","CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 3) (CONS (DIGIT 4) []))))))"
19,30,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) []))))))))","CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) [])))))))","CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) [])))))))"
