i_N,n_seen,accuracy,input,correct,predicted
10,130,1,"C (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 3) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) [])))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 3) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) [])))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 3) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) [])))))"
11,90,1,"C (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 9) []))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 9) []))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 9) []))))"
12,70,1,"C (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 6) []))))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 6) []))))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 6) []))))))))"
13,50,1,"C (CONS (DECC (DIGIT 4) 5) [])","CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 5) [])","CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 5) [])"
14,40,1,"C (CONS (DECC (DIGIT 7) 2) (CONS (DIGIT 0) []))","CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 2) (CONS (DIGIT 0) []))","CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 2) (CONS (DIGIT 0) []))"
15,30,1,"C (CONS (DECC (DIGIT 3) 8) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 1) []))))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 8) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 1) []))))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 8) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 1) []))))))))"
16,30,1,"C (CONS (DIGIT 2) [])","CONS (DIGIT 7) (CONS (DIGIT 2) [])","CONS (DIGIT 7) (CONS (DIGIT 2) [])"
17,30,1,"C (CONS (DECC (DIGIT 4) 9) [])","CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 9) [])","CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 9) [])"
18,30,1,"C (CONS (DIGIT 6) [])","CONS (DIGIT 7) (CONS (DIGIT 6) [])","CONS (DIGIT 7) (CONS (DIGIT 6) [])"
19,30,1,"C (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 5) [])))","CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 5) [])))","CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 5) [])))"
