i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 3) 6) []))","CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 3) 6) []))))","CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 3) 6) []))))"
11,70,1,"C (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 1) []))))","CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 1) []))))))","CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 1) []))))))"
12,50,1,"C (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 7) []))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 7) []))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 7) []))))))"
13,40,1,"C (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 4) [])))))","CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 4) [])))))))","CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 4) [])))))))"
14,30,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 6) []))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 6) []))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 6) []))))))"
15,30,1,"C (CONS (DIGIT 4) [])","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) [])))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) [])))"
16,30,1,"C (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) []))))))","CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) []))))))))","CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) []))))))))"
17,30,1,"C (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 7) (CONS (DECC (DIGIT 6) 5) []))))","CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 7) (CONS (DECC (DIGIT 6) 5) []))))))","CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 7) (CONS (DECC (DIGIT 6) 5) []))))))"
18,30,1,"C (CONS (DIGIT 8) [])","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))"
19,30,1,"C (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 2) 4) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 3) []))))","CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 2) 4) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 3) []))))))","CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 2) 4) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 3) []))))))"
