n,n_seen,accuracy,input,output,prediction
10,150,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 1) 0) []))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 1) 0) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 1) 0) []))))))))"
11,110,1,"C (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DIGIT 2) [])))))","CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DIGIT 2) [])))))))))","CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DIGIT 2) [])))))))))"
12,80,1,"C (CONS (DECC (DIGIT 5) 8) [])","CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) [])))))","CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) [])))))"
13,60,1,"C (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 5) []))","CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 5) []))))))","CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 5) []))))))"
14,50,1,"C (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 2) 7) []))","CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 2) 7) []))))))","CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 2) 7) []))))))"
15,40,1,"C (CONS (DIGIT 5) [])","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))))"
16,30,1,"C (CONS (DECC (DIGIT 9) 9) [])","CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) [])))))","CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) [])))))"
17,30,1,"C (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 0) (CONS (DIGIT 0) [])))","CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 0) (CONS (DIGIT 0) [])))))))","CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 0) (CONS (DIGIT 0) [])))))))"
18,30,1,"C (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 9) [])))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 9) [])))))))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 9) [])))))))"
19,30,1,"C (CONS (DIGIT 8) (CONS (DIGIT 6) []))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))))"
