n,n_seen,accuracy,input,output,prediction
10,310,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 1) []))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) [])))))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) [])))))))))"
11,210,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 6) (CONS (DECC (DIGIT 7) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 7) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) [])))))))))"
12,150,1,"C (CONS (DECC (DIGIT 1) 0) [])","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) [])))))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) [])))))))))"
13,110,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 5) 2) []))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))"
14,80,1,"C (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 1) 0) [])))","CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) [])))))))))","CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) [])))))))))"
15,60,1,"C (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) []))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))"
16,50,1,"C (CONS (DECC (DIGIT 1) 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) [])))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) [])))))))))"
17,40,1,"C (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 5) [])))))","CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) [])))))))))","CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) [])))))))))"
18,30,1,"C (CONS (DECC (DIGIT 9) 5) (CONS (DIGIT 6) []))","CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) [])))))))))","CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) [])))))))))"
19,30,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 1) 5) [])))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))"
