n,n_seen,accuracy,input,output,prediction
10,150,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) []))","CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) [])","CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) [])"
11,110,1,"C (CONS (DIGIT 4) (CONS (DIGIT 2) []))","CONS (DIGIT 4) (CONS (DIGIT 2) [])","CONS (DIGIT 4) (CONS (DIGIT 2) [])"
12,80,1,"C (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DIGIT 4) []))))))","CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DIGIT 4) [])))))","CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DIGIT 4) [])))))"
13,60,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 9) []))))))","CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 9) [])))))","CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 9) [])))))"
14,50,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 7) (CONS (DIGIT 9) [])))))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 7) (CONS (DIGIT 9) []))))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 7) (CONS (DIGIT 9) []))))))"
15,40,1,"C (CONS (DECC (DIGIT 6) 9) [])","CONS (DECC (DIGIT 6) 9) []","CONS (DECC (DIGIT 6) 9) []"
16,30,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 6) [])))))))))","CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 6) []))))))))","CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 6) []))))))))"
17,30,1,"C (CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 9) 4) [])))","CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 9) 4) []))","CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 9) 4) []))"
18,30,1,"C (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 2) []))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 2) [])))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 2) [])))))"
19,30,1,"C (CONS (DIGIT 3) [])","CONS (DIGIT 3) []","CONS (DIGIT 3) []"
