i_N,n_seen,accuracy,input,correct,predicted
10,130,1,"C (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) (CONS (DIGIT 7) []))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) []))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 5) []))))))"
11,90,1,"C (CONS (DECC (DIGIT 4) 2) [])","[]","[]"
12,70,1,"C (CONS (DECC (DIGIT 8) 2) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 7) (CONS (DIGIT 6) [])))))))))","CONS (DECC (DIGIT 8) 2) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 7) [])))))))","CONS (DECC (DIGIT 8) 2) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 7) [])))))))"
13,50,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 5) []))))))))))","CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 1) 0) []))))))))","CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 1) 0) []))))))))"
14,40,1,"C (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 8) (CONS (DIGIT 4) []))))))))","CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 8) []))))))","CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 8) []))))))"
15,30,1,"C (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 9) [])))))","CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) [])))","CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) [])))"
16,30,1,"C (CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DIGIT 8) [])))","CONS (DIGIT 7) (CONS (DIGIT 5) [])","CONS (DIGIT 7) (CONS (DIGIT 5) [])"
17,30,1,"C (CONS (DECC (DIGIT 1) 7) [])","[]","[]"
18,30,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 8) []))))","CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 8) 2) []))","CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 8) 2) []))"
19,30,1,"C (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DIGIT 4) []))))))))","CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) []))))))","CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) []))))))"
