i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DIGIT 3) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
11,70,1,"C (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) [])))))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
12,50,1,"C (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 6) (CONS (DECC (DIGIT 8) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 7) (CONS (DIGIT 2) [])))))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
13,40,1,"C (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 8) 2) (CONS (DECC (DIGIT 6) 2) [])))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
14,30,1,"C (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 7) [])))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
15,30,1,"C (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 2) [])))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
16,30,1,"C []","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
17,30,1,"C (CONS (DECC (DIGIT 2) 5) (CONS (DIGIT 8) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 4) [])))))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
18,30,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 3) 0) [])))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
19,30,1,"C (CONS (DIGIT 1) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
