i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 1) []))))))","CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 1) []))))))","CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 1) []))))))"
11,70,1,"C (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 3) 2) [])))","CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 3) 2) [])))","CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 3) 2) [])))"
12,50,1,"C (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) [])))","CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) [])))","CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) [])))"
13,40,1,"C (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 3) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) [])))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 3) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) [])))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 3) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) [])))))"
14,30,1,"C (CONS (DIGIT 9) [])","CONS (DIGIT 7) (CONS (DIGIT 9) [])","CONS (DIGIT 7) (CONS (DIGIT 9) [])"
15,30,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) [])))))))))"
16,30,1,"C (CONS (DIGIT 0) (CONS (DIGIT 2) []))","CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 2) []))","CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 2) []))"
17,30,1,"C (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 5) [])))","CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 5) [])))","CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 5) [])))"
18,30,1,"C (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 5) 0) (CONS (DIGIT 0) (CONS (DIGIT 6) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 5) 0) (CONS (DIGIT 0) (CONS (DIGIT 6) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 5) 0) (CONS (DIGIT 0) (CONS (DIGIT 6) [])))))))))"
19,30,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 5) (CONS (DIGIT 1) (CONS (DIGIT 0) []))))))","CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 5) (CONS (DIGIT 1) (CONS (DIGIT 0) []))))))","CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 5) (CONS (DIGIT 1) (CONS (DIGIT 0) []))))))"
