n,n_seen,accuracy,input,output,prediction
10,150,1,"C (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 1) [])))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 1) [])))","CONS (DIGIT 4) (CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 1) [])))"
11,110,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 5) 8) []))))","CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 5) 8) []))","CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 5) 8) []))"
12,80,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 5) 8) []))))","CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 5) 8) []))","CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 5) 8) []))"
13,60,1,"C (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 2) []))","CONS (DIGIT 2) []","CONS (DIGIT 2) []"
14,50,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 3) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 8) [])))))))","CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 3) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 8) [])))))","CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 3) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 8) [])))))"
15,40,1,"C (CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 8) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 9) (CONS (DIGIT 9) [])))))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 8) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 9) (CONS (DIGIT 9) [])))))","CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 8) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 9) (CONS (DIGIT 9) [])))))"
16,30,1,"C (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 9) []))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 9) []))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 9) []))))"
17,30,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) [])))))","CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) [])))","CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) [])))"
18,30,1,"C (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) []))))))))))","CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) []))))))))","CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) []))))))))"
19,30,1,"C (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DIGIT 5) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DIGIT 5) [])))))))","CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DIGIT 5) [])))))))"
