n,n_seen,accuracy,input,output,prediction
10,150,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 9) []))))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 9) []))))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 9) []))))))))"
11,110,1,"C []","CONS (DIGIT 7) []","CONS (DIGIT 7) []"
12,80,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 7) []))))","CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 7) []))))","CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 7) []))))"
13,60,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 9) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 9) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 9) [])))))))))"
14,50,1,"C (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 2) [])))","CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 2) [])))","CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 2) [])))"
15,40,1,"C (CONS (DECC (DIGIT 9) 5) [])","CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 5) [])","CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 5) [])"
16,30,1,"C (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 7) []))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 7) []))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 7) []))))))"
17,30,1,"C (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 9) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 2) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 7) 2) (CONS (DIGIT 0) (CONS (DIGIT 3) [])))))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 9) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 2) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 7) 2) (CONS (DIGIT 0) (CONS (DIGIT 3) [])))))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 9) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 2) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 7) 2) (CONS (DIGIT 0) (CONS (DIGIT 3) [])))))))))"
18,30,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) [])))))))))"
19,30,1,"C (CONS (DECC (DIGIT 3) 8) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 1) []))))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 8) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 1) []))))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 8) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 1) []))))))))"
