i_N,n_seen,accuracy,input,correct,predicted
10,90,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 8) 3) [])))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 8) 3) [])))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 8) 3) [])))"
11,70,1,"C (CONS (DIGIT 8) [])","CONS (DIGIT 8) (CONS (DIGIT 8) [])","CONS (DIGIT 8) (CONS (DIGIT 8) [])"
12,50,1,"C (CONS (DECC (DIGIT 1) 6) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 1) 6) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 1) 6) [])"
13,40,1,"C (CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 3) 2) (CONS (DIGIT 4) [])))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 3) 2) (CONS (DIGIT 4) [])))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 3) 2) (CONS (DIGIT 4) [])))"
14,30,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 8) 3) [])))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 8) 3) [])))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 8) 3) [])))))"
15,30,1,"C (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DIGIT 0) [])))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DIGIT 0) [])))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DIGIT 0) [])))))"
16,30,1,"C (CONS (DECC (DIGIT 9) 7) [])","CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) [])","CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) [])"
17,30,1,"C (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 0) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DIGIT 0) [])))))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 0) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DIGIT 0) [])))))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 0) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DIGIT 0) [])))))))))"
18,30,1,"C (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 9) []))))))))","CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 9) []))))))))","CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 9) []))))))))"
19,30,1,"C (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 9) (CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 9) []))))))))","CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 9) (CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 9) []))))))))","CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 9) (CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 9) []))))))))"
