n,n_seen,accuracy,input,output,prediction
10,150,1,"C (CONS (DECC (DIGIT 1) 6) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 1) 6) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 1) 6) [])"
11,110,1,"C (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 6) [])))))","CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 6) [])))))","CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 6) [])))))"
12,80,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 2) (CONS (DIGIT 6) [])))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 2) (CONS (DIGIT 6) [])))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 2) (CONS (DIGIT 6) [])))"
13,60,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 8) 3) [])))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 8) 3) [])))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 8) 3) [])))))"
14,50,1,"C (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 2) [])))))))))","CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 2) [])))))))))","CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 2) [])))))))))"
15,40,1,"C (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 5) (CONS (DIGIT 6) [])))))","CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 5) (CONS (DIGIT 6) [])))))","CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 5) (CONS (DIGIT 6) [])))))"
16,30,1,"C (CONS (DIGIT 2) [])","CONS (DIGIT 2) (CONS (DIGIT 2) [])","CONS (DIGIT 2) (CONS (DIGIT 2) [])"
17,30,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 2) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 8) []))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 2) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 8) []))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 2) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 8) []))))))))"
18,30,1,"C (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 2) (CONS (DECC (DIGIT 9) 6) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 5) []))))))))","CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 2) (CONS (DECC (DIGIT 9) 6) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 5) []))))))))","CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 2) (CONS (DECC (DIGIT 9) 6) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 5) []))))))))"
19,30,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 2) 4) [])))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 2) 4) [])))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 2) 4) [])))"
