n,n_seen,accuracy,input,output,prediction
10,3350,1,"C (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 9) 5) []))))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
11,2240,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 4) 0) [])))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
12,1500,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 3) 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 2) 8) [])))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
13,1010,1,"C (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 1) (CONS (DIGIT 6) (CONS (DIGIT 2) []))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
14,680,1,"C (CONS (DIGIT 7) [])","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
15,460,1,"C (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 6) [])))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
16,310,1,"C (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 0) []))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
17,210,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 1) []))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
18,150,1,"C (CONS (DECC (DIGIT 1) 0) [])","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
19,110,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 2) 3) (CONS (DIGIT 3) (CONS (DIGIT 8) (CONS (DECC (DIGIT 8) 5) (CONS (DECC (DIGIT 4) 8) []))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
