n,n_seen,accuracy,input,output,prediction
10,150,1,"C (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) [])))","CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) [])))))","CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) [])))))"
11,110,1,"C (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 2) []))))))","CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 2) []))))))))","CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 2) []))))))))"
12,80,1,"C (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 4) []))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 4) []))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 4) []))))))"
13,60,1,"C (CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 0) []))))","CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 0) []))))))","CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 0) []))))))"
14,50,1,"C (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 6) []))))))","CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 6) []))))))))","CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 6) []))))))))"
15,40,1,"C (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 6) [])))","CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 6) [])))))","CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 6) [])))))"
16,30,1,"C (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 4) [])))))","CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 4) [])))))))","CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 4) [])))))))"
17,30,1,"C (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 0) [])))))","CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 0) [])))))))","CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 0) [])))))))"
18,30,1,"C (CONS (DECC (DIGIT 1) 1) [])","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) [])))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) [])))"
19,30,1,"C (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 7) []))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 7) []))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 7) []))))))"
