n,n_seen,accuracy,input,output,prediction
10,310,1,"C (CONS (DECC (DIGIT 9) 6) [])","CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) [])))))))))","CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) [])))))))))"
11,210,1,"C (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 6) (CONS (DIGIT 1) [])))))","CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) [])))))))))","CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) [])))))))))"
12,150,1,"C (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 5) [])))))","CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) [])))))))))","CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) [])))))))))"
13,110,1,"C (CONS (DIGIT 3) (CONS (DIGIT 4) (CONS (DECC (DIGIT 9) 1) [])))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) [])))))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) [])))))))))"
14,80,1,"C (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 2) 9) (CONS (DECC (DIGIT 1) 5) []))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))))))))"
15,60,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 6) 9) (CONS (DIGIT 9) []))))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) [])))))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) [])))))))))"
16,50,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 6) (CONS (DECC (DIGIT 7) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 7) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) [])))))))))"
17,40,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 2) (CONS (DIGIT 4) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))"
18,30,1,"C (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 5) 9) []))))","CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) [])))))))))","CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) [])))))))))"
19,30,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 5) 2) []))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))"
