i_N,n_seen,accuracy,input,correct,predicted
10,3000,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 7) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))","CONS (DIGIT 9) []","CONS (DIGIT 9) []"
11,2010,1,"C (CONS (DIGIT 9) (CONS (DIGIT 7) []))","CONS (DIGIT 7) []","CONS (DIGIT 7) []"
12,1350,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 2) 9) [])))))","CONS (DECC (DIGIT 2) 9) []","CONS (DECC (DIGIT 2) 9) []"
13,910,1,"C (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DIGIT 0) [])))","CONS (DIGIT 0) []","CONS (DIGIT 0) []"
14,610,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 3) 8) (CONS (DECC (DIGIT 5) 1) []))))))))","CONS (DECC (DIGIT 5) 1) []","CONS (DECC (DIGIT 5) 1) []"
15,410,1,"C (CONS (DECC (DIGIT 8) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 3) 3) []))))))","CONS (DECC (DIGIT 3) 3) []","CONS (DECC (DIGIT 3) 3) []"
16,280,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DIGIT 8) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 4) 1) []))))))))))","CONS (DECC (DIGIT 4) 1) []","CONS (DECC (DIGIT 4) 1) []"
17,190,1,"C (CONS (DECC (DIGIT 2) 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 4) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 6) 3) []))))))))","CONS (DECC (DIGIT 6) 3) []","CONS (DECC (DIGIT 6) 3) []"
18,130,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 2) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 1) 0) []))))))))))","CONS (DECC (DIGIT 1) 0) []","CONS (DECC (DIGIT 1) 0) []"
19,90,1,"C (CONS (DIGIT 2) [])","CONS (DIGIT 2) []","CONS (DIGIT 2) []"
