i_N,n_seen,accuracy,input,correct,predicted
10,130,1,"C (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 3) 3) []))))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 3) 3) [])))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 3) 3) [])))))))"
11,90,1,"C (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 5) 0) [])))","CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) []))","CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) []))"
12,70,1,"C (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 6) [])))))","CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 6) []))))","CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 6) []))))"
13,50,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 9) 0) []))))","CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 9) 0) [])))","CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 9) 0) [])))"
14,40,1,"C (CONS (DECC (DIGIT 4) 9) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 4) []))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 4) [])))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 4) [])))))"
15,30,1,"C (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 5) []))))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 5) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 5) [])))))))))"
16,30,1,"C (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 1) [])))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 1) []))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 1) []))))"
17,30,1,"C (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) [])))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) []))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) []))))))"
18,30,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 4) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 4) [])))))))"
19,30,1,"C (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 0) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 3) 7) [])))))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 0) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 3) 7) []))))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 0) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 3) 7) []))))))))"
