n,n_seen,accuracy,input,output,prediction
10,150,1,"C (CONS (DIGIT 8) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 6) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 4) (CONS (DIGIT 0) [])))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))))))))"
11,110,1,"C (CONS (DIGIT 7) (CONS (DIGIT 8) []))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) [])))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) [])))))))))"
12,80,1,"C (CONS (DECC (DIGIT 1) 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) [])))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 1) 9) [])))))))))"
13,60,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 2) (CONS (DIGIT 4) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))"
14,50,1,"C (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) [])))))","CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) [])))))))))","CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) [])))))))))"
15,40,1,"C (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 2) 9) (CONS (DECC (DIGIT 1) 5) []))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) [])))))))))"
16,30,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 5) 2) []))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))))))"
17,30,1,"C (CONS (DIGIT 6) [])","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) [])))))))))","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) [])))))))))"
18,30,1,"C (CONS (DIGIT 3) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 3) [])))))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) [])))))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) [])))))))))"
19,30,1,"C (CONS (DIGIT 2) (CONS (DIGIT 2) []))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))"
