n,n_seen,accuracy,input,output,prediction
10,310,1,"C (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 3) 9) []))))","CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 3) 9) [])))","CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 3) 9) [])))"
11,210,1,"C (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 9) [])))))))))","CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 9) []))))))))","CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 9) []))))))))"
12,150,1,"C (CONS (DIGIT 7) (CONS (DIGIT 1) (CONS (DIGIT 9) [])))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) []))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) []))"
13,110,1,"C (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) []))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))"
14,80,1,"C (CONS (DECC (DIGIT 4) 9) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 4) []))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 4) [])))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 4) [])))))"
15,60,1,"C (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 1) 2) []))))))))))","CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 1) 2) [])))))))))","CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 1) 2) [])))))))))"
16,50,1,"C (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 7) 3) []))))))))))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 7) 3) [])))))))))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 7) 3) [])))))))))"
17,40,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 6) [])))))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 6) []))))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 6) []))))))))"
18,30,1,"C (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) [])))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) []))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) []))))))"
19,30,1,"C (CONS (DIGIT 7) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 9) [])))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 9) []))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 9) []))))))"
