n,n_seen,accuracy,input,output,prediction
10,150,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) [])))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) [])))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) [])))))))"
11,110,1,"C (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 3) [])))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 3) [])))))))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 3) [])))))))"
12,80,1,"C (CONS (DECC (DIGIT 7) 0) [])","CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 0) [])))))","CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 7) 0) [])))))"
13,60,1,"C (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 6) 9) (CONS (DECC (DIGIT 2) 1) []))))","CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 6) 9) (CONS (DECC (DIGIT 2) 1) []))))))))","CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 6) 9) (CONS (DECC (DIGIT 2) 1) []))))))))"
14,50,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 1) 2) []))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 1) 2) []))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 1) 2) []))))))))"
15,40,1,"C (CONS (DIGIT 2) [])","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))"
16,30,1,"C (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 5) []))","CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 5) []))))))","CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 5) []))))))"
17,30,1,"C (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 2) []))))","CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 2) []))))))))","CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 2) []))))))))"
18,30,1,"C (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 8) []))))","CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 8) []))))))))","CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 6) 0) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 8) []))))))))"
19,30,1,"C (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 9) [])))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 9) [])))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 9) [])))))))"
