n,n_seen,accuracy,input,output,prediction
10,150,1,"C (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 5) 1) []))","CONS (DECC (DIGIT 7) 9) []","CONS (DECC (DIGIT 7) 9) []"
11,110,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 8) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 5) []))))","CONS (DIGIT 0) []","CONS (DIGIT 0) []"
12,80,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 2) [])))))","CONS (DIGIT 5) []","CONS (DIGIT 5) []"
13,60,1,"C (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 4) []))))))","CONS (DECC (DIGIT 3) 6) []","CONS (DECC (DIGIT 3) 6) []"
14,50,1,"C (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 0) (CONS (DIGIT 8) [])))","CONS (DECC (DIGIT 4) 3) []","CONS (DECC (DIGIT 4) 3) []"
15,40,1,"C (CONS (DIGIT 0) (CONS (DIGIT 8) []))","CONS (DIGIT 0) []","CONS (DIGIT 0) []"
16,30,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 6) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 0) [])))))))))","CONS (DIGIT 3) []","CONS (DIGIT 3) []"
17,30,1,"C (CONS (DECC (DIGIT 7) 2) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 0) []))))))","CONS (DECC (DIGIT 7) 2) []","CONS (DECC (DIGIT 7) 2) []"
18,30,1,"C (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 0) (CONS (DECC (DIGIT 2) 6) []))))","CONS (DECC (DIGIT 7) 9) []","CONS (DECC (DIGIT 7) 9) []"
19,30,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 9) 6) []))","CONS (DECC (DIGIT 1) 0) []","CONS (DECC (DIGIT 1) 0) []"
