n,n_seen,accuracy,input,output,prediction
10,1500,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 1) []))))))))","CONS (DECC (DIGIT 2) 1) []","CONS (DECC (DIGIT 2) 1) []"
11,1010,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 9) (CONS (DIGIT 7) []))))))","CONS (DIGIT 7) []","CONS (DIGIT 7) []"
12,680,1,"C (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DIGIT 8) (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 6) 7) (CONS (DIGIT 8) [])))))))))","CONS (DIGIT 8) []","CONS (DIGIT 8) []"
13,460,1,"C (CONS (DIGIT 7) [])","CONS (DIGIT 7) []","CONS (DIGIT 7) []"
14,310,1,"C (CONS (DECC (DIGIT 1) 8) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 5) 2) [])))))","CONS (DECC (DIGIT 5) 2) []","CONS (DECC (DIGIT 5) 2) []"
15,210,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 7) [])))))))))","CONS (DIGIT 7) []","CONS (DIGIT 7) []"
16,150,1,"C (CONS (DIGIT 0) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 9) [])))))))))","CONS (DECC (DIGIT 3) 9) []","CONS (DECC (DIGIT 3) 9) []"
17,110,1,"C (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 9) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) []))))","CONS (DIGIT 5) []","CONS (DIGIT 5) []"
18,80,1,"C (CONS (DIGIT 2) [])","CONS (DIGIT 2) []","CONS (DIGIT 2) []"
19,60,1,"C (CONS (DECC (DIGIT 8) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 3) 3) []))))))","CONS (DECC (DIGIT 3) 3) []","CONS (DECC (DIGIT 3) 3) []"
