problem,run,order,trial,time,count,lrest,lmeta,lposterior,trs
"c012",0,2,2,659.26751813,900476,-165.38244039197073,-14.08803838264438,-165.77273660703239,".(C v0_) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) v0_)))))) = .(C v0_); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) NIL)))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL)));"
"c012",2,2,2,625.625167267,850283,-inf,-16.506552942645484,-inf,".(C NIL) = NIL; .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT v0_)) .(.(CONS v1_) v2_)))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT v0_)) .(C v2_))));"
"c012",1,2,2,843.31462735,911945,-inf,-13.338651483761558,-inf,".(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) NIL))) = .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL)); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(v0_ v1_)))) = .(.(CONS .(DIGIT 3)) .(C v1_));"
"c012",1,2,2,1128.105372249,1028719,-inf,-17.80241243832422,-inf,".(op26 .(.(CONS .(DIGIT 7)) NIL)) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))); .(op27 NIL) = .(.(CONS .(DIGIT 7)) NIL); .(op27 .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) NIL)))))) = .(.(CONS .(DIGIT 7)) NIL); .(C v0_) = .(op26 .(op27 v0_));"
"c012",0,2,1,199.875498826,329254,-inf,-35.759708728595406,-inf,".(CONS .(HEAD .(C .(.(v0_ 9) 6)))) = TAIL;"
"c012",3,2,9,4930.414291523,1763226,-130.51213203969377,-36.89193762806249,-89.08274380230414,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_; - = .(.(.(IF .(.(> .(DIGIT 4)) NAN)) .(IF TRUE)) .(.(.(.(.(IF TRUE) .(IF TRUE)) .(IF TRUE)) -) -));"
"c012",1,2,4,2382.404302709,1306451,-225.18681697951686,-19.397461613306227,-204.48772455090304,".(C .(.(CONS .(DIGIT 6)) NIL)) = .(.(CONS .(DIGIT 7)) NIL); .(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL))) = .(.(CONS .(DIGIT 0)) NIL); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) v0_)))) = .(C v0_); .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) v0_)))) = .(C v0_); .(C .(.(CONS .(DIGIT 3)) v0_)) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(C v0_))); .(C .(.(CONS .(DIGIT 7)) v0_)) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(C v0_))); .(C v0_) = NIL;"
"c012",2,2,1,145.971635151,210005,-inf,-27.70169792779332,-inf,".(CONS .(HEAD .(C .(C v0_)))) = TAIL;"
"c012",3,2,1,51.959912123,71730,-13.932165080240859,-17.266749891411294,-35.28821352159271,"C = .(.(IF FALSE) NIL); + = +;"
"c012",1,2,2,893.900352902,932964,-45.88031756077887,-17.15990899058303,-50.19688802130564,".(C v0_) = .(.(CONS .(DIGIT 3)) v0_);"
"c012",4,2,4,2320.122544471,1290050,-89.76937547126101,-18.64710951701137,-68.01278272662954,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C v0_) = NIL;"
"c012",4,2,1,174.274387749,252608,-inf,-31.652941646374746,-inf,".(CONS .(.(+ NAN) .(DIGIT 1))) = TAIL;"
"c012",2,2,1,412.72712081,585535,-inf,-26.95643474609436,-inf,".(.(v0_ HEAD) >) = TAIL;"
"c012",4,2,2,1181.359970553,1043929,-79.20608134342459,-21.540082056607595,-87.08590161441435,".(op26 .(.(CONS .(DIGIT 7)) NIL)) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))); .(op27 v0_) = .(.(CONS .(DIGIT 7)) NIL); .(C v0_) = .(op26 .(op27 v0_)); - = -;"
"c012",2,2,4,2162.90749659,1293966,-inf,-16.23949454152502,-inf,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT 6)) v0_)) = v0_; .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL))))))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) NIL)));"
"c012",0,2,5,2713.9685705519996,1455008,-117.25072386641948,-27.975442661612917,-93.19197984698857,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_; > = >; TRUE = .(.(EQUAL 8) 1);"
"c012",1,2,1,182.363436851,257492,-inf,-30.7898954290194,-inf,".(CONS .(DIGIT .(.(v0_ >) NAN))) = TAIL;"
"c012",4,2,6,3470.8023396979997,1537671,-121.08127456270283,-23.69981047639314,-91.98859149316309,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_;"
"c012",0,2,6,3530.454945696,1629709,-163.65663243395673,-17.941539816452867,-128.93510431819382,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_; .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL))))))) = NIL;"
"c012",4,2,1,226.539571267,321144,-10.607928739714833,-23.990582332232503,-38.839374482529095,"C = TAIL; EQUAL = EQUAL;"
"c012",4,2,5,2966.945760825,1433455,-inf,-11.443703995928276,-inf,".(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) NIL)))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL))))))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) NIL))); .(C .(.(CONS .(DIGIT 6)) NIL)) = NIL; .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)))) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL));"
"c012",1,2,1,69.760271274,98238,-inf,-30.74484768170476,-inf,".(.(.(IF v0_) .(v1_ v2_)) v3_) = IF;"
"c012",3,2,1,501.686048861,662530,-14.196130626075325,-29.861182177146677,-48.146611353162555,"C = .(.(IF FALSE) .(.(.(IF FALSE) NIL) NIL));"
"c012",3,2,2,1041.3746353450001,975555,-156.20225513203766,-19.429868856261,-162.7505616955679,".(op28 .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))); .(op29 .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))) = .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL)); .(op26 v0_) = .(op28 .(op29 v0_)); .(op27 v0_) = .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL)); .(C v0_) = .(op26 .(op27 v0_));"
"c012",4,2,2,711.892355927,853629,-37.302581971403484,-18.950295775999116,-42.59261596178477,".(C v0_) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))); EQUAL = >;"
"c012",4,2,3,1409.27974844,1091709,-166.655990533218,-17.30449021939414,-142.89816195019932,".(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL))))))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) NIL))); C = TAIL; .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) NIL)))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL)));"
"c012",1,2,1,323.689360193,446275,-inf,-19.626904836226817,-inf,"- = +; 2 = 0;"
"c012",1,2,1,437.81140683,594603,-18.62559031398384,-27.56997755350475,-50.848279666682586,"C = TAIL; 9 = .(.(.(IF TRUE) 0) 8);"
"c012",0,2,1,242.913715515,389284,-inf,-31.365259573922955,-inf,"C = .(CONS .(.(.(IF TRUE) NAN) NAN));"
"c012",0,2,1,386.785870263,591403,-10.607928739714833,-27.088593454906906,-42.409015952305054,"EQUAL = >; C = TAIL;"
"c012",4,2,1,51.194591304,79123,-10.607928739714833,-22.604287971112612,-37.4530801214092,"C = TAIL; FALSE = TRUE;"
"c012",2,2,3,1637.355200606,1178071,-261.7947219744479,-17.859908287333564,-238.62981463953327,".(C .(.(CONS .(DIGIT 6)) NIL)) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))); .(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) v0_))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) v0_))); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) v0_))))) = .(C v0_); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) v0_))))) = .(C v0_); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) NIL)))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL)));"
"c012",3,2,1,74.782721758,104705,-inf,-26.10776420189518,-inf,".(v0_ v1_) = TAIL;"
"c012",1,2,11,6101.764990301001,1938115,-635.644472255395,-17.297182800062355,-576.9249169015992,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_; .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) NIL)))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL))))))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) NIL))); .(C .(.(CONS .(DIGIT 6)) NIL)) = NIL; .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)))) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)); .(C .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) NIL))) = .(.(CONS .(DIGIT 8)) NIL); .(C .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 1)) NIL)))) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 1)) NIL)); .(C .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) NIL)))))))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) NIL))); .(C .(.(CONS .(DIGIT 8)) NIL)) = NIL; .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) NIL)))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) NIL)); .(C .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) NIL))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) NIL)));"
"c012",1,2,11,6124.651335694,1940558,-94.54601757507075,-21.455746955018753,-39.985026376231275,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_;"
"c012",1,2,6,3372.746471663,1521090,-99.95886810479789,-19.082750299042488,-66.38192327264146,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_;"
"c012",0,2,5,2582.8259731129997,1425721,-346.79522474965387,-29.061151545445117,-323.82218961405516,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_; HEAD = HEAD; .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) NIL)))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL))))))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) NIL))); .(C .(.(CONS .(DIGIT 6)) NIL)) = NIL; .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)))) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)); 1 = .(.(.(IF .(EMPTY NIL)) 5) 3);"
"c012",2,2,1,547.338121589,767038,-inf,-40.72952202817141,-inf,".(.(IF FALSE) .(TAIL .(C .(TAIL .(TAIL .(.(v0_ +) -)))))) = TAIL;"
"c012",1,2,1,532.005061353,718430,-10.871894285549297,-23.137349736325476,-38.66195582106877,"C = .(.(IF FALSE) .(C NIL));"
"c012",0,2,1,422.942739277,641152,-inf,-34.73828607861842,-inf,".(CONS .(v0_ .(> .(.(- .(DIGIT 1)) v1_)))) = TAIL;"
"c012",4,2,1,514.90252412,696320,-13.932165080240859,-19.63387350554291,-37.806901996365525,"NAN = .(HEAD .(TAIL NIL)); C = TAIL;"
"c012",0,2,1,181.337543395,302962,-inf,-19.569334984405337,-inf,"> = >; TAIL = TAIL;"
"c012",3,2,6,3492.578849684,1532769,-inf,-16.73756701212693,-inf,".(.(v6_ 6) .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_;"
"c012",0,2,1,215.395724653,350231,-8.974774300663416,-26.800911382455126,-40.48817944080186,"C = .(.(IF TRUE) NIL);"
"c012",1,2,1,216.564025984,304280,-inf,-28.99813595979134,-inf,"C = TAIL; NIL = NIL;"
"c012",1,2,1,354.051120318,486639,-21.520645019784386,-32.713813607060004,-58.88717042603838,"C = TAIL; - = .(IF .(.(.(.(.(IF FALSE) >) >) NAN) NAN));"
"c012",3,2,7,4110.247507527,1642828,-113.52018392177331,-22.155147799501783,-88.24738481525753,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_; - = .(IF .(.(EQUAL CONS) CONS));"
"c012",3,2,7,3753.607725298,1580740,-197.72758646823453,-18.81700855380677,-169.11664811602375,".(C NIL) = .(.(CONS .(DIGIT 0)) NIL); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) v0_))))))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(C v0_))); .(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_;"
"c012",1,2,1,339.959278141,468382,-11.994223100834724,-17.06195547876528,-33.708890378793996,"C = TAIL; 3 = 8;"
"c012",0,2,10,5739.585543777999,1968427,-inf,-15.576200324114753,-inf,".(C NIL) = .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL)); .(C .(.(CONS .(DIGIT 2)) NIL)) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) NIL)); .(C .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) NIL))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) NIL)); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) v0_)))))) = .(.(CONS .(DIGIT 3)) .(C v0_)); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) v0_)))))) = .(.(CONS .(DIGIT 8)) .(C v0_)); .(C .(.(CONS .(DIGIT 0)) .(v0_ .(.(CONS .(DIGIT 0)) .(v0_ .(v0_ v1_)))))) = .(v0_ .(C v1_)); .(C .(.(CONS .(DIGIT 6)) NIL)) = NIL; .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)))) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)); .(C .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) NIL))) = .(.(CONS .(DIGIT 8)) NIL); .(C .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 1)) NIL)))) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 1)) NIL)); .(C .(.(CONS .(DIGIT 8)) NIL)) = NIL; .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) NIL)))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) NIL));"
"c012",4,2,1,276.336436712,387621,-12.505048724600714,-24.683729512792446,-41.42964164797492,"C = TAIL; - = .(IF FALSE);"
"c012",2,2,1,426.403624261,604517,-11.341897914795034,-26.39544627434696,-42.39088658199674,"C = .(.(.(IF FALSE) TAIL) TAIL);"
"c012",0,2,2,677.872260354,908534,-108.06173364387601,-16.490706934195405,-110.85469841048867,".(C v0_) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) NIL)))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL)));"
"c012",2,2,5,2742.7924252589996,1423526,-240.20971133092812,-16.168137602743183,-210.13710292511263,".(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) NIL)))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL))); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL))))))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) NIL))); .(C .(.(CONS .(DIGIT 6)) NIL)) = NIL; .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)))) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)); C = TAIL; EQUAL = >;"
"c012",2,2,8,4600.724145048,1768094,-151.15442997256943,-29.619437199881933,-100.44336861359189,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) v5_)))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) NIL))); .(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_; .(C .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) NIL))) = .(.(CONS .(DIGIT 8)) NIL); FALSE = .(.(> .(HEAD .(TAIL NIL))) .(.(- NAN) NAN));"
"c012",0,2,1,222.384794997,360265,-inf,-24.05364046819963,-inf,"C = .(CONS NAN);"
"c012",1,2,1,252.41797924,354535,-inf,-23.099609408342634,-inf,".(.(IF FALSE) NIL) = TAIL;"
"c012",4,2,1,417.952222731,570093,-inf,-28.06942270791863,-inf,".(CONS .(HEAD .(TAIL NIL))) = TAIL;"
"c012",4,2,1,588.828497448,790437,-inf,-18.129796108766637,-inf,"- = +;"
"c012",4,2,3,1307.426108208,1072727,-236.3042735807709,-19.712542659946124,-214.95449743830426,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(C v4_); .(op26 .(.(CONS .(DIGIT 6)) NIL)) = 3; .(op26 .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL))) = 8; .(op27 .(.(CONS .(DIGIT 6)) NIL)) = 4; .(op27 .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) v0_))) = 2; .(op28 .(.(CONS .(DIGIT 6)) NIL)) = 7; .(op28 .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) NIL))) = 0; .(C v0_) = .(.(CONS .(DIGIT .(op26 v0_))) .(.(CONS .(DIGIT .(op27 v0_))) .(.(CONS .(DIGIT .(op28 v0_))) NIL)));"
"c012",4,2,1,107.749903275,164195,-11.994223100834724,-24.596718135802814,-40.8318046472193,"C = TAIL; 7 = 6;"
